,date,baciTbv,chlorTbv,chrysTbv,cryptTbv,cyanoTbv,eugleTbv,pyrrTbv,baciMTbv,chlorMTbv,chrysMTbv,cryptMTbv,cyanoMTbv,eugleMTbv,pyrrMTbv,NO,OP,TN,TP,cyanoEL,microEL,tem,maxTem,minTem,degDays,hum,peakWind,pres,rain,shanDiv,windSpeed,rad
58,2019.113698630137,,,,,,,,,,,,,,,,,,,,,3.0154535178777393,3.9189999999999996,2.077,,98.8,0.0,29.91553633217993,7.11,,0.0,4.877706085153623
59,2019.1328767123289,,,,,,,,,,,,,,,,,,,,,3.4189608761978696,4.039,3.051,,62.379649122807024,3.2021052631578946,29.69719155394483,10.56,,0.9396491228070175,5.393725675710975
60,2019.1520547945206,,,,,,,,,,,,,,,,,,,,,3.208237402015677,4.084052631578947,2.206,,,,30.075490809275394,11.79,,,5.223710034900216
61,2019.1712328767123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.454954513519299
62,2019.190410958904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.004386181872929
63,2019.2095890410958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.913353444056261
64,2019.2287671232878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.151110088121229
65,2019.2479452054795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.38135284385963
66,2019.2671232876712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.320466035560489
67,2019.286301369863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7243040875697915
68,2019.305479452055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.573517192854526
69,2019.3246575342466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.925714579655569
70,2019.3438356164384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.581290154765403
71,2019.36301369863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.574071261196549
72,2019.3821917808218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.565135500774552
73,2019.4013698630138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.927457354113836
74,2019.4205479452055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.52897834379977
75,2019.4397260273972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.59986432936806
76,2019.458904109589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.076429035709232
77,2019.478082191781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.187041688742323
78,2019.4972602739726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.855694111912873
79,2019.5164383561644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.363594685081788
80,2019.535616438356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.201090544617497
81,2019.554794520548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.157922915111214
82,2019.5739726027398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.901579262669467
83,2019.5931506849315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.015953056743685
84,2019.6123287671232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.430585054690303
85,2019.631506849315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.12760391477382
86,2019.650684931507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.281466694782743
87,2019.6698630136987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.659603787217526
88,2019.6890410958904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.027765740976552
89,2019.7082191780821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.755013711503647
90,2019.727397260274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.984472746305912
91,2019.7465753424658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.452742435795574
92,2019.7657534246575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.856795859318032
93,2019.7849315068493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9469301621662805
94,2019.804109589041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.689286435461812
95,2019.823287671233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.108119858476362
96,2019.8424657534247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.821221705720805
97,2019.8616438356164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.023835941308141
98,2019.8808219178081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.787929240067769
99,2019.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7427893815914066
100,2019.9191780821918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9520904245709128
